practice,num_gps_june,num_gps_sept
Y00437,5,6
Y00445,10,12
Y00446,,2
Y00449,4,3
Y00454,1,1
Y00469,4,4
Y00471,3,3
Y00475,4,4
Y00484,1,1
Y00486,1,1
Y00492,7,7
Y00507,2,2
Y00522,1,1
Y00527,2,2
Y00542,8,8
Y00560,2,2
Y00561,1,1
Y00568,1,1
Y00589,1,1
Y00592,,7
Y00612,4,4
Y00683,,
Y00726,4,4
Y00758,1,1
Y00774,2,2
Y00902,2,2
Y00912,1,1
Y00918,3,3
Y00955,2,2
Y00969,11,10
Y00984,1,1
Y00996,3,3
Y00999,1,1
Y01008,27,
Y01011,9,9
Y01050,7,7
Y01051,4,4
Y01066,2,2
Y01068,4,4
Y01090,1,1
Y01108,3,3
Y01118,3,3
Y01124,2,2
Y01127,7,4
Y01132,10,10
Y01139,4,4
Y01163,1,1
Y01165,3,3
Y01177,3,3
Y01200,2,2
Y01206,7,8
Y01221,2,2
Y01280,1,1
Y01281,1,3
Y01291,6,8
Y01652,5,5
Y01655,4,4
Y01690,9,11
Y01695,,
Y01719,3,3
Y01756,,4
Y01794,9,9
Y01795,1,1
Y01812,5,5
Y01839,4,4
Y01922,14,13
Y01924,,1
Y01929,7,7
Y01948,1,1
Y01962,8,8
Y01964,4,4
Y02002,5,5
Y02117,4,4
Y02128,5,5
Y02129,5,5
Y02162,2,2
Y02164,3,2
Y02177,2,2
Y02212,1,1
Y02222,3,3
Y02260,2,2
Y02274,1,1
Y02319,2,2
Y02321,3,3
Y02322,5,5
Y02325,1,1
Y02332,3,3
Y02342,4,4
Y02344,4,4
Y02354,7,8
Y02378,4,4
Y02414,1,2
Y02423,20,20
Y02442,2,2
Y02462,1,1
Y02463,6,5
Y02466,3,3
Y02469,4,4
Y02471,4,4
Y02476,3,3
Y02483,3,3
Y02490,,
Y02494,,8
Y02495,4,4
Y02501,1,1
Y02506,4,4
Y02509,2,2
Y02510,2,2
Y02517,11,11
Y02519,4,6
Y02520,4,4
Y02521,7,7
Y02526,4,4
Y02567,3,1
Y02570,5,5
Y02571,,
Y02572,4,4
Y02575,5,5
Y02578,10,10
Y02583,5,5
Y02585,5,5
Y02586,3,3
Y02589,3,3
Y02594,4,4
Y02597,2,2
Y02605,2,2
Y02606,1,1
Y02610,5,5
Y02611,2,2
Y02620,3,3
Y02622,1,1
Y02624,4,4
Y02626,5,5
Y02627,3,2
Y02633,4,4
Y02636,2,3
Y02638,,
Y02639,8,9
Y02646,9,9
Y02653,2,2
Y02656,1,1
Y02657,5,6
Y02658,3,5
Y02663,3,3
Y02669,3,3
Y02671,4,4
Y02672,5,5
Y02674,3,3
Y02676,2,2
Y02684,2,2
Y02686,2,2
Y02692,3,3
Y02701,3,3
Y02704,3,4
Y02707,11,11
Y02710,7,5
Y02711,2,2
Y02713,2,2
Y02718,,
Y02720,1,1
Y02721,,
Y02735,2,
Y02736,6,6
Y02747,9,9
Y02751,7,7
Y02753,3,4
Y02754,3,3
Y02755,3,3
Y02757,5,5
Y02767,5,5
Y02769,3,4
Y02778,5,
Y02787,2,2
Y02790,4,4
Y02794,10,10
Y02795,4,3
Y02807,6,6
Y02811,6,6
Y02812,3,3
Y02816,2,4
Y02826,5,5
Y02827,1,1
Y02842,3,3
Y02847,16,12
Y02849,5,5
Y02867,4,4
Y02875,2,2
Y02885,2,2
Y02886,2,2
Y02887,2,2
Y02890,9,9
Y02893,6,5
Y02896,4,4
Y02900,8,8
Y02906,,
Y02914,,
Y02928,4,4
Y02933,3,3
Y02936,2,2
Y02946,8,8
Y02957,,
Y02960,4,4
Y02961,8,8
Y02962,,
Y02973,,
Y02974,2,2
Y02986,2,2
Y02987,7,7
Y03023,9,8
Y03035,16,16
Y03049,,
Y03051,3,4
Y03052,4,4
Y03063,18,19
Y03079,8,9
Y03097,,
Y03101,,
Y03112,,
Y03124,3,4
Y03135,,
Y03222,2,2
Y03296,2,2
Y03362,3,3
Y03363,1,1
Y03364,3,3
Y03366,3,3
Y03402,10,8
Y03441,5,5
Y03506,3,3
Y03587,5,5
Y03595,,
Y03597,2,2
Y03602,3,3
Y03656,3,3
Y03661,4,4
Y03663,,
Y03664,,
Y03671,3,3
Y03755,2,4
Y04266,2,2
Y04273,,
Y04333,1,2
Y04662,3,3
Y04664,4,4
Y04786,,
Y04809,1,1
Y04882,1,1
Y04883,1,1
Y04884,2,2
Y04925,,
Y04926,3,3
Y04927,5,5
Y04942,3,3
Y04947,2,2
Y04949,1,2
Y04951,,
Y04952,,
Y04957,17,17
Y04965,2,2
Y04968,1,1
Y04969,2,2
Y04977,4,5
Y04995,11,7
Y05023,2,2
Y05080,1,1
Y05125,,
Y05161,,
Y05162,,
Y05163,,
Y05167,,
Y05187,,
Y05212,1,1
Y05248,,
Y05286,2,2
Y05291,,
Y05317,5,5
Y05318,7,7
Y05330,5,5
Y05346,,
Y05349,,
Y05363,,
Y05364,2,2
Y05369,4,3
Y05502,,
Y05548,2,2
Y05569,,
Y05622,,2
Y05665,,
Y05690,,4
Y05733,,
Y05826,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
