,period,pct,trimethoprim_items,nitrofurantoin_items,all_items,trimethoprim_percent
5234,2013-01-01,13P,3131,1638,4769,0.6565317676661774
5235,2013-01-01,13T,3347,1367,4714,0.7100127280441239
5236,2013-01-01,14L,3170,1779,4949,0.640533441099212
5237,2013-01-01,99A,2905,893,3798,0.7648762506582412
5238,2013-01-01,99C,1545,721,2266,0.6818181818181818
5239,2013-01-01,99D,1081,691,1772,0.6100451467268623
5240,2013-01-01,99E,1663,600,2263,0.7348652231551038
5241,2013-01-01,99F,1113,351,1464,0.7602459016393442
5242,2013-01-01,99G,1027,353,1380,0.7442028985507246
5243,2013-01-01,99H,1667,944,2611,0.6384527001148985
5244,2013-01-01,99J,3306,1559,4865,0.6795477903391572
5245,2013-01-01,99K,1037,629,1666,0.6224489795918368
5246,2013-01-01,99M,1082,853,1935,0.5591731266149871
5247,2013-01-01,99N,2873,2464,5337,0.5383174067828368
5248,2013-01-01,99P,6790,2672,9462,0.7176072711900232
5249,2013-01-01,99Q,2083,927,3010,0.6920265780730896
5250,2013-02-01,00C,694,310,1004,0.6912350597609562
5251,2013-02-01,00D,2021,1033,3054,0.6617550753110675
5252,2013-02-01,00F,19,6,25,0.76
5253,2013-02-01,00J,1576,850,2426,0.6496290189612531
5254,2013-02-01,00K,2094,1007,3101,0.6752660432118671
5255,2013-02-01,00L,2075,1317,3392,0.6117334905660378
5256,2013-02-01,00M,2003,1030,3033,0.660402242004616
5257,2013-02-01,00N,1114,494,1608,0.6927860696517413
5258,2013-02-01,00P,1763,738,2501,0.7049180327868853
5259,2013-02-01,00Q,877,335,1212,0.7235973597359736
5260,2013-02-01,00R,1117,496,1613,0.6924984500929944
5261,2013-02-01,00T,1734,979,2713,0.6391448580906746
5262,2013-02-01,00V,1292,626,1918,0.6736183524504692
5263,2013-02-01,00W,62,24,86,0.7209302325581395
5264,2013-02-01,00X,892,241,1133,0.7872903795233892
5265,2013-02-01,00Y,1645,781,2426,0.6780708985985161
5266,2013-02-01,01A,2236,1149,3385,0.6605612998522895
5267,2013-02-01,01C,1124,691,1815,0.6192837465564738
5268,2013-02-01,01D,1408,622,2030,0.6935960591133005
5269,2013-02-01,01E,1087,171,1258,0.8640699523052464
5270,2013-02-01,01F,902,450,1352,0.6671597633136095
5271,2013-02-01,01G,1324,1023,2347,0.5641244141457179
5272,2013-02-01,01H,2244,812,3056,0.7342931937172775
5273,2013-02-01,01J,1011,458,1469,0.6882232811436352
5274,2013-02-01,01K,1926,1014,2940,0.6551020408163265
5275,2013-02-01,01N,18,19,37,0.4864864864864865
5276,2013-02-01,01R,892,522,1414,0.6308345120226309
5277,2013-02-01,01T,761,400,1161,0.6554694229112834
5278,2013-02-01,01V,763,335,1098,0.6948998178506375
5279,2013-02-01,01W,1789,763,2552,0.7010188087774295
5280,2013-02-01,01X,1387,626,2013,0.6890213611525087
5281,2013-02-01,01Y,1235,654,1889,0.6537850714663843
5282,2013-02-01,02A,1216,753,1969,0.6175723717623159
5283,2013-02-01,02D,519,395,914,0.5678336980306345
5284,2013-02-01,02E,1136,440,1576,0.7208121827411168
5285,2013-02-01,02F,1521,587,2108,0.7215370018975332
5286,2013-02-01,02G,561,302,863,0.6500579374275782
5287,2013-02-01,02H,1686,1244,2930,0.5754266211604095
5288,2013-02-01,02M,948,353,1301,0.7286702536510377
5289,2013-02-01,02N,835,578,1413,0.5909412597310687
5290,2013-02-01,02P,1198,981,2179,0.5497934832491969
5291,2013-02-01,02Q,556,463,1019,0.5456329735034348
5292,2013-02-01,02R,1829,1019,2848,0.6422050561797753
5293,2013-02-01,02T,1082,616,1698,0.6372202591283863
5294,2013-02-01,02V,1209,627,1836,0.6584967320261438
5295,2013-02-01,02W,559,241,800,0.69875
5296,2013-02-01,02X,1714,1006,2720,0.6301470588235294
5297,2013-02-01,02Y,1849,822,2671,0.6922500935979035
5298,2013-02-01,03A,1145,532,1677,0.6827668455575432
5299,2013-02-01,03C,1745,929,2674,0.6525804038893044
5300,2013-02-01,03D,724,328,1052,0.688212927756654
5301,2013-02-01,03E,794,505,1299,0.611239414934565
5302,2013-02-01,03F,1464,531,1995,0.7338345864661654
5303,2013-02-01,03G,1475,679,2154,0.6847725162488394
5304,2013-02-01,03H,1099,413,1512,0.7268518518518519
5305,2013-02-01,03J,1046,387,1433,0.729937194696441
5306,2013-02-01,03K,884,254,1138,0.7768014059753954
5307,2013-02-01,03L,1184,854,2038,0.5809617271835132
5308,2013-02-01,03M,692,397,1089,0.63544536271809
5309,2013-02-01,03N,2933,830,3763,0.779431304809992
5310,2013-02-01,03Q,1805,982,2787,0.6476498026551848
5311,2013-02-01,03R,2235,959,3194,0.6997495303694427
5312,2013-02-01,03T,1747,666,2413,0.7239950269374223
5313,2013-02-01,03V,385,215,600,0.6416666666666667
5314,2013-02-01,03W,2039,930,2969,0.6867632199393735
5315,2013-02-01,03X,368,246,614,0.5993485342019544
5316,2013-02-01,03Y,660,320,980,0.673469387755102
5317,2013-02-01,04C,1745,831,2576,0.6774068322981367
5318,2013-02-01,04D,1343,647,1990,0.6748743718592964
5319,2013-02-01,04E,1075,533,1608,0.6685323383084577
5320,2013-02-01,04F,1413,877,2290,0.6170305676855895
5321,2013-02-01,04G,3716,2123,5839,0.6364103442370269
5322,2013-02-01,04H,665,308,973,0.6834532374100719
5323,2013-02-01,04J,1808,910,2718,0.6651949963208241
5324,2013-02-01,04K,1574,775,2349,0.6700723712217965
5325,2013-02-01,04L,792,350,1142,0.6935201401050788
5326,2013-02-01,04M,531,211,742,0.715633423180593
5327,2013-02-01,04N,619,297,916,0.675764192139738
5328,2013-02-01,04Q,824,315,1139,0.723441615452151
5329,2013-02-01,04R,2414,1217,3631,0.6648306251721289
5330,2013-02-01,04V,2033,956,2989,0.6801605888256942
5331,2013-02-01,04X,1209,876,2085,0.5798561151079137
5332,2013-02-01,04Y,956,346,1302,0.7342549923195084
5333,2013-02-01,05A,2557,1212,3769,0.678429291589281
5334,2013-02-01,05C,1084,1565,2649,0.4092110230275576
5335,2013-02-01,05D,778,403,1181,0.6587637595258256
5336,2013-02-01,05F,1162,467,1629,0.7133210558624923
5337,2013-02-01,05G,1317,503,1820,0.7236263736263736
5338,2013-02-01,05H,1044,560,1604,0.6508728179551122
5339,2013-02-01,05J,1311,494,1805,0.7263157894736842
5340,2013-02-01,05L,2230,1115,3345,0.6666666666666666
5341,2013-02-01,05N,1990,655,2645,0.7523629489603024
5342,2013-02-01,05P,1228,676,1904,0.6449579831932774
5343,2013-02-01,05Q,1272,514,1786,0.7122060470324748
5344,2013-02-01,05R,1729,991,2720,0.6356617647058823
5345,2013-02-01,05T,1952,984,2936,0.6648501362397821
5346,2013-02-01,05V,926,381,1307,0.7084927314460597
5347,2013-02-01,05W,1438,601,2039,0.7052476704266798
5348,2013-02-01,05X,1065,354,1419,0.7505285412262156
5349,2013-02-01,05Y,1554,809,2363,0.6576385950063479
5350,2013-02-01,06A,1436,606,2042,0.703232125367287
5351,2013-02-01,06D,825,354,1179,0.6997455470737913
5352,2013-02-01,06F,1588,2198,3786,0.41944004226096143
5353,2013-02-01,06H,4884,2582,7466,0.65416555049558
5354,2013-02-01,06K,2807,1952,4759,0.5898297961756671
5355,2013-02-01,06L,2240,1032,3272,0.684596577017115
5356,2013-02-01,06M,1755,794,2549,0.6885052961945861
5357,2013-02-01,06N,3075,1829,4904,0.6270391517128875
5358,2013-02-01,06P,759,738,1497,0.5070140280561122
5359,2013-02-01,06Q,2220,1107,3327,0.6672678088367899
5360,2013-02-01,06T,2132,1051,3183,0.66980835689601
5361,2013-02-01,06V,1360,570,1930,0.7046632124352331
5362,2013-02-01,06W,1304,502,1806,0.7220376522702104
5363,2013-02-01,06Y,1265,457,1722,0.7346109175377468
5364,2013-02-01,07G,921,342,1263,0.7292161520190024
5365,2013-02-01,07H,1414,865,2279,0.620447564721369
5366,2013-02-01,07J,717,425,1142,0.62784588441331
5367,2013-02-01,07K,1371,706,2077,0.660086663456909
5368,2013-02-01,07L,690,251,941,0.7332624867162593
5369,2013-02-01,07M,1095,683,1778,0.6158605174353206
5370,2013-02-01,07N,1174,581,1755,0.6689458689458689
5371,2013-02-01,07P,849,461,1310,0.6480916030534352
5372,2013-02-01,07Q,1375,773,2148,0.6401303538175046
5373,2013-02-01,07R,727,461,1188,0.6119528619528619
5374,2013-02-01,07T,654,362,1016,0.6437007874015748
5375,2013-02-01,07V,1671,771,2442,0.6842751842751843
5376,2013-02-01,07W,941,700,1641,0.5734308348567947
5377,2013-02-01,07X,1128,536,1664,0.6778846153846154
5378,2013-02-01,07Y,778,516,1294,0.6012364760432767
5379,2013-02-01,08A,1148,573,1721,0.6670540383497966
5380,2013-02-01,08C,603,373,976,0.617827868852459
5381,2013-02-01,08D,788,511,1299,0.6066204772902233
5382,2013-02-01,08E,749,413,1162,0.6445783132530121
5383,2013-02-01,08F,1171,536,1707,0.6859988283538372
5384,2013-02-01,08G,522,1197,1719,0.3036649214659686
5385,2013-02-01,08H,698,503,1201,0.5811823480432973
5386,2013-02-01,08J,788,331,1119,0.7042001787310098
5387,2013-02-01,08K,1122,491,1613,0.6955982641041537
5388,2013-02-01,08L,607,1087,1694,0.35832349468713104
5389,2013-02-01,08M,864,272,1136,0.7605633802816901
5390,2013-02-01,08N,1045,420,1465,0.7133105802047781
5391,2013-02-01,08P,825,479,1304,0.6326687116564417
5392,2013-02-01,08Q,961,383,1344,0.7150297619047619
5393,2013-02-01,08R,845,423,1268,0.666403785488959
5394,2013-02-01,08T,982,473,1455,0.6749140893470791
5395,2013-02-01,08V,1008,358,1366,0.7379209370424598
5396,2013-02-01,08W,984,396,1380,0.7130434782608696
5397,2013-02-01,08X,1156,576,1732,0.6674364896073903
5398,2013-02-01,08Y,699,437,1136,0.6153169014084507
5399,2013-02-01,09A,543,425,968,0.5609504132231405
5400,2013-02-01,09C,679,316,995,0.6824120603015076
5401,2013-02-01,09D,1409,879,2288,0.6158216783216783
5402,2013-02-01,09E,1350,546,1896,0.7120253164556962
5403,2013-02-01,09F,1226,634,1860,0.6591397849462366
5404,2013-02-01,09G,3066,1782,4848,0.6324257425742574
5405,2013-02-01,09H,604,300,904,0.668141592920354
5406,2013-02-01,09J,1468,755,2223,0.6603688708951867
5407,2013-02-01,09L,814,417,1231,0.661251015434606
5408,2013-02-01,09N,983,570,1553,0.6329684481648422
5409,2013-02-01,09P,988,729,1717,0.5754222481071637
5410,2013-02-01,09W,1397,592,1989,0.7023629964806435
5411,2013-02-01,09X,999,732,1731,0.5771230502599654
5412,2013-02-01,09Y,1540,1052,2592,0.5941358024691358
5413,2013-02-01,10A,1039,624,1663,0.6247745039085989
5414,2013-02-01,10C,452,220,672,0.6726190476190477
5415,2013-02-01,10D,646,185,831,0.7773766546329723
5416,2013-02-01,10E,708,305,1013,0.6989141164856861
5417,2013-02-01,10G,609,371,980,0.6214285714285714
5418,2013-02-01,10H,1567,1024,2591,0.6047857969895793
5419,2013-02-01,10J,963,883,1846,0.5216684723726978
5420,2013-02-01,10K,1171,622,1793,0.6530953708867819
5421,2013-02-01,10L,964,359,1323,0.7286470143613001
5422,2013-02-01,10M,514,394,908,0.566079295154185
5423,2013-02-01,10N,397,368,765,0.5189542483660131
5424,2013-02-01,10Q,2706,2709,5415,0.4997229916897507
5425,2013-02-01,10R,1227,545,1772,0.6924379232505643
5426,2013-02-01,10T,543,289,832,0.6526442307692307
5427,2013-02-01,10V,1098,626,1724,0.6368909512761021
5428,2013-02-01,10W,548,324,872,0.6284403669724771
5429,2013-02-01,10X,1107,611,1718,0.6443538998835856
5430,2013-02-01,10Y,1177,717,1894,0.6214361140443506
5431,2013-02-01,11A,3110,1899,5009,0.6208824116590138
5432,2013-02-01,11C,804,377,1181,0.68077900084674
5433,2013-02-01,11D,599,538,1137,0.5268249780123131
5434,2013-02-01,11E,1220,881,2101,0.5806758686339838
5435,2013-02-01,11H,2311,1323,3634,0.6359383599339571
5436,2013-02-01,11J,4477,2299,6776,0.6607142857142857
5437,2013-02-01,11M,3615,1705,5320,0.6795112781954887
5438,2013-02-01,11N,3769,1369,5138,0.7335539120280264
5439,2013-02-01,11T,1355,796,2151,0.6299395629939563
5440,2013-02-01,11X,3140,1750,4890,0.6421267893660532
5441,2013-02-01,12A,1402,692,2094,0.6695319961795606
5442,2013-02-01,12D,1071,599,1670,0.641317365269461
5443,2013-02-01,12F,2305,579,2884,0.7992371705963939
5444,2013-02-01,13P,2812,1443,4255,0.6608695652173913
5445,2013-02-01,13T,2875,1267,4142,0.6941091260260743
5446,2013-02-01,14L,2761,1629,4390,0.6289293849658314
5447,2013-02-01,99A,2534,784,3318,0.7637130801687764
5448,2013-02-01,99C,1386,677,2063,0.671837130392632
5449,2013-02-01,99D,902,583,1485,0.6074074074074074
5450,2013-02-01,99E,1367,513,1880,0.7271276595744681
5451,2013-02-01,99F,1031,325,1356,0.7603244837758112
5452,2013-02-01,99G,902,301,1203,0.7497921862011637
5453,2013-02-01,99H,1418,839,2257,0.6282676118741692
5454,2013-02-01,99J,2874,1339,4213,0.6821742226441966
5455,2013-02-01,99K,865,588,1453,0.5953200275292498
5456,2013-02-01,99M,932,713,1645,0.5665653495440729
5457,2013-02-01,99N,2482,2243,4725,0.5252910052910053
5458,2013-02-01,99P,5865,2331,8196,0.7155929721815519
5459,2013-02-01,99Q,1791,802,2593,0.6907057462398766
5460,2013-03-01,00C,754,334,1088,0.6930147058823529
5461,2013-03-01,00D,2042,1124,3166,0.6449778900821226
5462,2013-03-01,00F,17,7,24,0.7083333333333334
5463,2013-03-01,00J,1670,887,2557,0.6531091122409073
5464,2013-03-01,00K,2141,1034,3175,0.6743307086614173
5465,2013-03-01,00L,2212,1355,3567,0.6201289599102887
5466,2013-03-01,00M,2018,1013,3031,0.6657868690201254
5467,2013-03-01,00N,1120,585,1705,0.656891495601173
5468,2013-03-01,00P,1906,764,2670,0.7138576779026217
5469,2013-03-01,00Q,904,364,1268,0.7129337539432177
5470,2013-03-01,00R,1168,464,1632,0.7156862745098039
5471,2013-03-01,00T,1827,1084,2911,0.6276193747852972
5472,2013-03-01,00V,1328,691,2019,0.657751362060426
5473,2013-03-01,00W,57,20,77,0.7402597402597403
5474,2013-03-01,00X,937,253,1190,0.7873949579831933
5475,2013-03-01,00Y,1614,777,2391,0.6750313676286073
5476,2013-03-01,01A,2353,1230,3583,0.6567122523025398
5477,2013-03-01,01C,1190,672,1862,0.6390977443609023
5478,2013-03-01,01D,1517,666,2183,0.6949152542372882
5479,2013-03-01,01E,1094,186,1280,0.8546875
5480,2013-03-01,01F,864,476,1340,0.6447761194029851
5481,2013-03-01,01G,1255,1001,2256,0.5562943262411347
5482,2013-03-01,01H,2341,853,3194,0.7329367564182843
5483,2013-03-01,01J,918,479,1397,0.6571224051539012
5484,2013-03-01,01K,1969,1074,3043,0.6470588235294118
5485,2013-03-01,01N,12,19,31,0.3870967741935484
5486,2013-03-01,01R,974,563,1537,0.6337020169160703
5487,2013-03-01,01T,818,407,1225,0.6677551020408163
5488,2013-03-01,01V,775,331,1106,0.7007233273056058
5489,2013-03-01,01W,1897,849,2746,0.6908230152949745
5490,2013-03-01,01X,1432,620,2052,0.6978557504873294
5491,2013-03-01,01Y,1215,699,1914,0.6347962382445141
5492,2013-03-01,02A,1216,715,1931,0.6297255308130503
5493,2013-03-01,02D,512,385,897,0.5707915273132664
5494,2013-03-01,02E,1137,487,1624,0.7001231527093597
5495,2013-03-01,02F,1556,534,2090,0.7444976076555024
5496,2013-03-01,02G,577,333,910,0.634065934065934
5497,2013-03-01,02H,1648,1206,2854,0.5774351786965662
5498,2013-03-01,02M,1064,360,1424,0.7471910112359551
5499,2013-03-01,02N,937,608,1545,0.6064724919093851
5500,2013-03-01,02P,1134,1064,2198,0.5159235668789809
5501,2013-03-01,02Q,561,459,1020,0.55
5502,2013-03-01,02R,1944,1042,2986,0.6510381781647689
5503,2013-03-01,02T,1062,667,1729,0.6142278773857721
5504,2013-03-01,02V,1239,645,1884,0.6576433121019108
5505,2013-03-01,02W,541,281,822,0.6581508515815085
5506,2013-03-01,02X,1850,928,2778,0.665946724262059
5507,2013-03-01,02Y,1856,831,2687,0.6907331596576107
5508,2013-03-01,03A,1035,581,1616,0.6404702970297029
5509,2013-03-01,03C,1800,945,2745,0.6557377049180327
5510,2013-03-01,03D,885,366,1251,0.7074340527577938
5511,2013-03-01,03E,841,495,1336,0.6294910179640718
5512,2013-03-01,03F,1534,616,2150,0.7134883720930233
5513,2013-03-01,03G,1550,652,2202,0.703905540417802
5514,2013-03-01,03H,1217,443,1660,0.733132530120482
5515,2013-03-01,03J,1109,403,1512,0.7334656084656085
5516,2013-03-01,03K,983,292,1275,0.7709803921568628
5517,2013-03-01,03L,1164,871,2035,0.571990171990172
5518,2013-03-01,03M,795,457,1252,0.6349840255591054
5519,2013-03-01,03N,3089,798,3887,0.7947002829945974
5520,2013-03-01,03Q,1760,929,2689,0.6545184083302343
5521,2013-03-01,03R,2213,986,3199,0.6917786808377618
5522,2013-03-01,03T,1796,655,2451,0.7327621379028968
5523,2013-03-01,03V,369,238,607,0.6079077429983526
5524,2013-03-01,03W,2113,1060,3173,0.6659312953041285
5525,2013-03-01,03X,389,234,623,0.6243980738362761
5526,2013-03-01,03Y,695,363,1058,0.6568998109640832
5527,2013-03-01,04C,1849,754,2603,0.7103342297349212
5528,2013-03-01,04D,1242,617,1859,0.6681011296395912
5529,2013-03-01,04E,1050,498,1548,0.6782945736434108
5530,2013-03-01,04F,1445,914,2359,0.612547689699025
5531,2013-03-01,04G,3810,2086,5896,0.6462008141112618
5532,2013-03-01,04H,685,327,1012,0.6768774703557312
5533,2013-03-01,04J,1831,975,2806,0.6525302922309337
5534,2013-03-01,04K,1604,786,2390,0.6711297071129707
5535,2013-03-01,04L,771,360,1131,0.6816976127320955
5536,2013-03-01,04M,515,211,726,0.709366391184573
5537,2013-03-01,04N,639,289,928,0.6885775862068966
5538,2013-03-01,04Q,817,364,1181,0.6917866215071973
5539,2013-03-01,04R,2499,1166,3665,0.6818553888130968
5540,2013-03-01,04V,2105,960,3065,0.6867862969004894
5541,2013-03-01,04X,1315,964,2279,0.5770074594120228
5542,2013-03-01,04Y,964,367,1331,0.724267468069121
5543,2013-03-01,05A,2635,1343,3978,0.6623931623931624
5544,2013-03-01,05C,1177,1524,2701,0.4357645316549426
5545,2013-03-01,05D,799,389,1188,0.6725589225589226
5546,2013-03-01,05F,1132,555,1687,0.6710136336692353
5547,2013-03-01,05G,1196,494,1690,0.7076923076923077
5548,2013-03-01,05H,1079,560,1639,0.6583282489322758
5549,2013-03-01,05J,1352,579,1931,0.7001553599171414
5550,2013-03-01,05L,2329,1095,3424,0.6801985981308412
5551,2013-03-01,05N,2074,654,2728,0.7602639296187683
5552,2013-03-01,05P,1254,703,1957,0.6407766990291263
5553,2013-03-01,05Q,1349,527,1876,0.7190831556503199
5554,2013-03-01,05R,1800,992,2792,0.6446991404011462
5555,2013-03-01,05T,1908,996,2904,0.6570247933884298
5556,2013-03-01,05V,882,379,1261,0.6994448850118953
5557,2013-03-01,05W,1437,675,2112,0.6803977272727273
5558,2013-03-01,05X,1078,378,1456,0.7403846153846154
5559,2013-03-01,05Y,1576,817,2393,0.6585875470121186
5560,2013-03-01,06A,1486,579,2065,0.7196125907990315
5561,2013-03-01,06D,834,344,1178,0.7079796264855688
5562,2013-03-01,06F,1596,2185,3781,0.4221105527638191
5563,2013-03-01,06H,4985,2585,7570,0.6585204755614267
5564,2013-03-01,06K,3106,2072,5178,0.5998455001931248
5565,2013-03-01,06L,2337,1081,3418,0.6837331772966647
5566,2013-03-01,06M,1777,839,2616,0.6792813455657493
5567,2013-03-01,06N,3081,1885,4966,0.6204188481675392
5568,2013-03-01,06P,817,810,1627,0.5021511985248924
5569,2013-03-01,06Q,2212,1201,3413,0.6481101670084969
5570,2013-03-01,06T,2145,1145,3290,0.6519756838905775
5571,2013-03-01,06V,1330,542,1872,0.7104700854700855
5572,2013-03-01,06W,1460,476,1936,0.7541322314049587
5573,2013-03-01,06Y,1261,542,1803,0.6993899057127011
5574,2013-03-01,07G,844,314,1158,0.7288428324697754
5575,2013-03-01,07H,1465,913,2378,0.6160639192598822
5576,2013-03-01,07J,692,449,1141,0.6064855390008764
5577,2013-03-01,07K,1447,757,2204,0.6565335753176044
5578,2013-03-01,07L,697,274,971,0.717816683831102
5579,2013-03-01,07M,1165,717,1882,0.6190223166843783
5580,2013-03-01,07N,1132,637,1769,0.6399095534200113
5581,2013-03-01,07P,869,462,1331,0.6528925619834711
5582,2013-03-01,07Q,1449,862,2311,0.6270012981393336
5583,2013-03-01,07R,684,522,1206,0.5671641791044776
5584,2013-03-01,07T,613,393,1006,0.6093439363817097
5585,2013-03-01,07V,1713,826,2539,0.6746750689247736
5586,2013-03-01,07W,979,654,1633,0.5995101041028781
5587,2013-03-01,07X,1225,554,1779,0.6885890949971895
5588,2013-03-01,07Y,828,525,1353,0.6119733924611973
5589,2013-03-01,08A,1144,652,1796,0.6369710467706013
5590,2013-03-01,08C,605,370,975,0.6205128205128205
5591,2013-03-01,08D,808,490,1298,0.6224961479198767
5592,2013-03-01,08E,852,478,1330,0.6406015037593985
5593,2013-03-01,08F,1220,568,1788,0.6823266219239373
5594,2013-03-01,08G,577,1196,1773,0.3254371122391427
5595,2013-03-01,08H,786,542,1328,0.5918674698795181
5596,2013-03-01,08J,776,375,1151,0.6741963509991312
5597,2013-03-01,08K,1055,519,1574,0.670266836086404
5598,2013-03-01,08L,620,1084,1704,0.36384976525821594
5599,2013-03-01,08M,991,327,1318,0.7518968133535661
5600,2013-03-01,08N,1080,406,1486,0.7267833109017496
5601,2013-03-01,08P,894,492,1386,0.645021645021645
5602,2013-03-01,08Q,1021,351,1372,0.7441690962099126
5603,2013-03-01,08R,839,405,1244,0.6744372990353698
5604,2013-03-01,08T,959,479,1438,0.6668984700973575
5605,2013-03-01,08V,956,370,1326,0.7209653092006033
5606,2013-03-01,08W,971,431,1402,0.6925820256776034
5607,2013-03-01,08X,1191,571,1762,0.6759364358683314
5608,2013-03-01,08Y,680,427,1107,0.6142728093947606
5609,2013-03-01,09A,525,446,971,0.5406797116374872
5610,2013-03-01,09C,695,331,1026,0.6773879142300195
5611,2013-03-01,09D,1437,973,2410,0.5962655601659751
5612,2013-03-01,09E,1455,549,2004,0.7260479041916168
5613,2013-03-01,09F,1254,637,1891,0.6631411951348493
5614,2013-03-01,09G,3250,1814,5064,0.641785150078989
5615,2013-03-01,09H,624,305,929,0.6716899892357373
5616,2013-03-01,09J,1567,836,2403,0.6521015397419891
5617,2013-03-01,09L,721,459,1180,0.6110169491525423
5618,2013-03-01,09N,1046,604,1650,0.6339393939393939
5619,2013-03-01,09P,1052,795,1847,0.5695722793719545
5620,2013-03-01,09W,1340,576,1916,0.6993736951983298
5621,2013-03-01,09X,1079,759,1838,0.5870511425462459
5622,2013-03-01,09Y,1672,1121,2793,0.5986394557823129
5623,2013-03-01,10A,1066,642,1708,0.6241217798594848
